PSTD;zona;Txt;CSV;IVA2;laX;lasuma;fecha;porce
PSTD20240404_030524Cabecera.txt;020;17019109.7;14460197.01;111313.70999999999; ; ;20240404;84.96447384671362
PSTD20240404_030524Cabecera.txt;037;27723159.19;24525873.9;133621.04; ; ;20240404;88.46709616285978
PSTD20240404_030524Cabecera.txt;134;16933217.57;15017561.25;42011.149999999994; ; ;20240404;88.6869916359316
PSTD20240404_030524Cabecera.txt;171;12767610.84;11347059.12;106909.15999999999; ; ;20240404;88.87378588052265
PSTD20240404_030524Cabecera.txt;174;27798378.04;27808806.84;274195.32; ; ;20240404;100.03751585788565
PSTD20240404_030524Cabecera.txt;178;11735681.87;11409253.54;137545.97000000003; ; ;20240404;97.21849711319757
PSTD20240404_030524Cabecera.txt;206;22710293.64;20238415.85;173882.88999999998; ; ;20240404;89.11560621283098
PSTD20240404_030524Cabecera.txt;228;20682074.01;18206093.63;50097.799999999996; ; ;20240404;88.02837481964893
PSTD20240404_030524Cabecera.txt;301;21559465.98;18745953.3;101371.76000000001; ; ;20240404;86.94998900895781
PSTD20240404_030524Cabecera.txt;653;17858367.34;15546422.29;179871.16; ; ;20240404;87.05399544099646
PSTD20240404_030524Cabecera.txt;679;13711204.63;12262148.27;60142.62; ; ;20240404;89.4315897172924
PSTD20240404_030524Cabecera.txt;729;21473065.05;18151768.83;185508.4; ; ;20240404;84.53273339289771
