99500A;0002393778;5;2024;04;O;0;20240304;0;0.14;0.02;0.0;0.0;0;0010173589;01;05;0.0;0.0;0.0;ZDLI;0;0
99500A;0002436239;5;2024;04;0;1;20240304;0001R13943813;18532.81;2910.79;1761.03;0.0;0;0010173868;01;05;0.0;2000.0;0.0;0;0;0
99500A;0002107929;3;2024;04;B;1;20240304;0001R13944692;14826.2;2328.63;1408.82;0.0;0;0010174585;01;05;0.0;1599.99;0.0;0;0;0
99500A;0002345755;4;2024;04;R;1;20240304;0001R13944757;11119.67;1746.47;1056.62;0.0;0;0010174649;01;05;0.0;1200.0;0.0;0;0;0
99500A;0002182586;6;2024;04;0;1;20240304;0001R13943930;0.02;0.0;0.0;0.0;0;0010173746;01;05;0.0;0.0;0.0;0;0;0
99500A;0002313228;0;2024;04;0;1;20240304;0001R13944598;0.02;0.0;0.0;0.0;0;0010174247;01;05;0.0;0.0;0.0;0;0;0
99500A;0002348537;0;2024;04;0;1;20240304;0001R13944370;8803.08;1382.63;836.49;0.0;0;0010174283;01;05;0.0;950.0;0.0;0;0;0
99500A;0002394421;8;2024;04;N;1;20240304;0001R13944458;7969.09;1251.63;757.25;0.0;0;0010174375;01;05;0.0;860.0;0.0;0;0;0
99500A;0001061821;0;2024;04;R;1;20240304;0001R13941772;21220.04;3332.86;2016.38;0.0;0;0010171803;12;05;0.0;2290.0;0.0;0;0;0
99500A;0002047612;4;2024;04;0;1;20240304;0001R13941853;0.02;0.0;0.0;0.0;0;0010171876;12;05;0.0;0.0;0.0;0;0;0
99500A;0002294018;9;2024;04;R;1;20240304;0001R13941949;37065.61;5821.6;3522.06;0.0;0;0010171965;12;05;0.0;4000.0;0.0;0;0;0
99500A;0002171456;8;2024;04;0;1;20240304;0001R13942785;18532.81;2910.8;1761.04;0.0;0;0010172652;12;05;0.0;2000.0;0.0;0;0;0
99500A;0002227267;4;2024;04;0;1;20240304;0001R13942799;9266.33;1455.38;880.5;0.0;0;0010172675;12;05;0.0;999.99;0.0;0;0;0
99500A;0002391615;0;2024;04;P;1;20240304;0001R13942880;4447.87;698.58;422.64;0.0;0;0010172820;12;05;0.0;480.0;0.0;0;0;0
99500A;0002054095;7;2024;04;R;1;20240304;0001R13941367;5930.5;931.45;563.53;0.0;0;0010171429;05;05;0.0;640.0;0.0;0;0;0
99500A;0002138679;0;2024;04;0;1;20240304;0001R13941393;12046.46;1892.04;1144.67;0.0;0;0010171454;05;05;0.0;1300.0;0.0;ZDLI;0;0
99500A;0002345363;0;2024;04;R;0;20240304;0;0.02;0.0;0.0;0.0;0;0010171533;05;05;0.0;0.0;0.0;0;0;0
99500A;0002404335;4;2024;04;0;1;20240304;0001R13941567;13992.25;2197.65;1329.57;0.0;0;0010171620;05;05;0.0;1510.0;0.0;0;0;0
