orden,n_comp,fecha_emision,cod_cliente,figura,importe,bonif_sin_imp,imp_gravado,imp_exento,imp_iva,montib,gastadmi,boniflibro,bonifcosme,bonifpract,porclider,boniflider,bonifivadic,zona
1,"B0000303125055","2023-09-27",7493002,5,52009.44,24389.87,38898.65,0.00,13110.79,0.00000000000,"1527.29",0.00,"14839.93","9549.94","","0.00","4942.07",123
2,"B0000303125056","2023-09-27",7670559,5,15180.91,3239.97,11354.03,0.00,2384.35,0.00000000000,"445.80",0.00,"1049.99","2189.98","","0.00","0.00",123
3,"B0000303125057","2023-09-27",8097844,5,26479.79,11279.93,19804.63,0.00,4158.97,0.00000000000,"777.60",0.00,"5279.98","5999.96","","0.00","0.00",123
4,"B0000303125058","2023-09-27",9357181,5,42447.37,21849.91,31747.03,0.00,10700.34,0.00000000000,"1246.50",0.00,"15999.92","5849.99","","0.00","4033.46",123
5,"B0000303125059","2023-09-27",13330020,5,45205.53,25749.82,33809.90,0.00,11395.63,0.00000000000,"1327.49",0.00,"21999.84","3749.98","","0.00","4295.55",123
6,"B0000303125060","2023-09-27",13399284,5,15165.63,5144.96,11342.61,0.00,2381.95,0.00000000000,"445.35",0.00,"4589.97","554.99","","0.00","0.00",123
7,"B0000303125061","2023-09-27",13675095,5,26735.15,12679.90,19995.62,0.00,4199.08,0.00000000000,"785.10",0.00,"8079.94","4599.96","","0.00","0.00",123
8,"B0000303125062","2023-09-27",20215622,5,65274.84,33164.78,48820.05,0.00,16454.80,0.00000000000,"1916.84",0.00,"25539.83","7624.95","","0.00","6202.59",123
9,"B0000303125063","2023-09-27",20959966,5,12269.40,3989.97,9176.47,0.00,1927.06,0.00000000000,"360.30",0.00,"3179.98","809.99","","0.00","0.00",123
10,"B0000303125064","2023-09-27",22336540,5,43182.86,24429.87,32297.12,0.00,10885.74,0.00000000000,"1268.10",0.00,"20679.88","3749.98","","0.00","4103.35",123
